province,adcode,model,bodyType,regYear,regMonth,salesVolume,popularity
14,8,0,3,2017,9,1190,895
14,8,0,3,2017,10,1401,674
14,8,0,3,2017,11,1357,1254
14,8,0,3,2017,12,1295,853
5,9,0,3,2016,1,285,308
5,9,0,3,2016,2,144,315
5,9,0,3,2016,3,198,268
5,9,0,3,2016,4,252,270
5,9,0,3,2016,5,223,310
5,9,0,3,2016,6,244,293
5,9,0,3,2016,7,244,296
5,9,0,3,2016,8,344,329
5,9,0,3,2016,9,348,359
5,9,0,3,2016,10,248,363
5,9,0,3,2016,11,228,293
5,9,0,3,2016,12,187,361
5,9,0,3,2017,1,338,380
5,9,0,3,2017,2,203,392
5,9,0,3,2017,3,372,410
5,9,0,3,2017,4,311,401
5,9,0,3,2017,5,341,1311
5,9,0,3,2017,6,346,1713
5,9,0,3,2017,7,340,4905
5,9,0,3,2017,8,353,346
5,9,0,3,2017,9,335,480
5,9,0,3,2017,10,325,314
5,9,0,3,2017,11,345,500
5,9,0,3,2017,12,315,301
17,10,0,3,2016,1,456,390
17,10,0,3,2016,2,187,380
17,10,0,3,2016,3,331,367
17,10,0,3,2016,4,340,371
17,10,0,3,2016,5,375,340
17,10,0,3,2016,6,354,379
17,10,0,3,2016,7,394,380
17,10,0,3,2016,8,437,462
17,10,0,3,2016,9,448,913
17,10,0,3,2016,10,353,2473
17,10,0,3,2016,11,321,662
17,10,0,3,2016,12,324,521
17,10,0,3,2017,1,518,416
17,10,0,3,2017,2,242,472
17,10,0,3,2017,3,572,461
17,10,0,3,2017,4,350,441
17,10,0,3,2017,5,498,682
17,10,0,3,2017,6,528,995
17,10,0,3,2017,7,403,1010
17,10,0,3,2017,8,477,969
17,10,0,3,2017,9,413,558
17,10,0,3,2017,10,401,285
17,10,0,3,2017,11,478,475
17,10,0,3,2017,12,365,310
11,11,0,3,2016,1,204,208
11,11,0,3,2016,2,93,207
11,11,0,3,2016,3,153,180
11,11,0,3,2016,4,158,180
11,11,0,3,2016,5,177,239
11,11,0,3,2016,6,165,218
11,11,0,3,2016,7,198,203
11,11,0,3,2016,8,224,214
11,11,0,3,2016,9,232,248
11,11,0,3,2016,10,164,247
11,11,0,3,2016,11,154,209
11,11,0,3,2016,12,152,228
11,11,0,3,2017,1,242,232
11,11,0,3,2017,2,146,267
11,11,0,3,2017,3,291,241
11,11,0,3,2017,4,216,244
11,11,0,3,2017,5,232,302
11,11,0,3,2017,6,253,246
11,11,0,3,2017,7,206,304
11,11,0,3,2017,8,215,323
11,11,0,3,2017,9,224,364
11,11,0,3,2017,10,199,275
11,11,0,3,2017,11,233,309
11,11,0,3,2017,12,209,169
6,12,0,3,2016,1,516,715
6,12,0,3,2016,2,240,581
6,12,0,3,2016,3,412,575
6,12,0,3,2016,4,457,591
6,12,0,3,2016,5,437,624
6,12,0,3,2016,6,443,672
6,12,0,3,2016,7,584,736
6,12,0,3,2016,8,549,743
6,12,0,3,2016,9,525,828
6,12,0,3,2016,10,474,744
6,12,0,3,2016,11,421,742
6,12,0,3,2016,12,353,763
6,12,0,3,2017,1,610,704
6,12,0,3,2017,2,362,788
6,12,0,3,2017,3,607,776
6,12,0,3,2017,4,527,749
6,12,0,3,2017,5,608,804
6,12,0,3,2017,6,548,837
6,12,0,3,2017,7,531,1241
6,12,0,3,2017,8,526,787
6,12,0,3,2017,9,473,989
6,12,0,3,2017,10,504,1075
6,12,0,3,2017,11,529,1295
6,12,0,3,2017,12,480,1096
13,13,0,3,2016,1,355,570
13,13,0,3,2016,2,161,620
13,13,0,3,2016,3,301,510
13,13,0,3,2016,4,358,491
13,13,0,3,2016,5,277,492
13,13,0,3,2016,6,291,552
13,13,0,3,2016,7,353,594
13,13,0,3,2016,8,389,590
13,13,0,3,2016,9,339,714
13,13,0,3,2016,10,239,655
13,13,0,3,2016,11,284,623
13,13,0,3,2016,12,223,608
13,13,0,3,2017,1,320,630
13,13,0,3,2017,2,199,590
13,13,0,3,2017,3,311,872
13,13,0,3,2017,4,289,826
13,13,0,3,2017,5,319,1115
13,13,0,3,2017,6,320,944
13,13,0,3,2017,7,350,2678
13,13,0,3,2017,8,407,4685
13,13,0,3,2017,9,332,5527
13,13,0,3,2017,10,310,1966
13,13,0,3,2017,11,322,884
13,13,0,3,2017,12,311,560
15,14,0,3,2016,1,264,323
15,14,0,3,2016,2,166,376
15,14,0,3,2016,3,276,371
15,14,0,3,2016,4,286,340
15,14,0,3,2016,5,265,381
15,14,0,3,2016,6,300,398
15,14,0,3,2016,7,346,382
15,14,0,3,2016,8,383,400
15,14,0,3,2016,9,407,477
15,14,0,3,2016,10,272,440
15,14,0,3,2016,11,273,398
15,14,0,3,2016,12,274,390
15,14,0,3,2017,1,370,433
15,14,0,3,2017,2,238,465
15,14,0,3,2017,3,369,421
15,14,0,3,2017,4,296,512
15,14,0,3,2017,5,339,501
15,14,0,3,2017,6,369,504
15,14,0,3,2017,7,331,431
15,14,0,3,2017,8,321,328
15,14,0,3,2017,9,338,552
15,14,0,3,2017,10,311,267
15,14,0,3,2017,11,327,419
15,14,0,3,2017,12,342,262
16,15,0,3,2016,1,313,282
16,15,0,3,2016,2,113,277
16,15,0,3,2016,3,209,283
16,15,0,3,2016,4,229,270
16,15,0,3,2016,5,207,264
16,15,0,3,2016,6,229,323
16,15,0,3,2016,7,257,322
16,15,0,3,2016,8,270,316
16,15,0,3,2016,9,285,418
16,15,0,3,2016,10,213,351
16,15,0,3,2016,11,205,352
16,15,0,3,2016,12,215,372
16,15,0,3,2017,1,305,512
16,15,0,3,2017,2,186,505
16,15,0,3,2017,3,346,474
16,15,0,3,2017,4,275,691
16,15,0,3,2017,5,278,561
16,15,0,3,2017,6,289,531
16,15,0,3,2017,7,275,431
16,15,0,3,2017,8,275,815
16,15,0,3,2017,9,299,696
16,15,0,3,2017,10,270,279
16,15,0,3,2017,11,266,426
16,15,0,3,2017,12,301,259
8,16,0,3,2016,1,1364,1239
8,16,0,3,2016,2,384,1256
8,16,0,3,2016,3,1124,1493
8,16,0,3,2016,4,891,1428
8,16,0,3,2016,5,1008,1363
8,16,0,3,2016,6,1160,1488
8,16,0,3,2016,7,1083,1505
8,16,0,3,2016,8,1238,1623
8,16,0,3,2016,9,1180,1790
8,16,0,3,2016,10,1049,1716
8,16,0,3,2016,11,976,1640
8,16,0,3,2016,12,1007,1861
8,16,0,3,2017,1,1207,1828
8,16,0,3,2017,2,847,2306
8,16,0,3,2017,3,1361,1832
8,16,0,3,2017,4,1093,1759
8,16,0,3,2017,5,1267,1655
8,16,0,3,2017,6,1219,1813
8,16,0,3,2017,7,1095,1913
8,16,0,3,2017,8,1304,1846
8,16,0,3,2017,9,1161,1757
8,16,0,3,2017,10,1178,1130
8,16,0,3,2017,11,1233,1769
8,16,0,3,2017,12,1182,1131
9,17,0,3,2016,1,125,187
9,17,0,3,2016,2,68,178
9,17,0,3,2016,3,133,201
9,17,0,3,2016,4,79,191
9,17,0,3,2016,5,114,200
9,17,0,3,2016,6,129,202
9,17,0,3,2016,7,142,201
9,17,0,3,2016,8,161,209
9,17,0,3,2016,9,151,263
9,17,0,3,2016,10,126,232
9,17,0,3,2016,11,138,201
9,17,0,3,2016,12,119,249
9,17,0,3,2017,1,159,250
9,17,0,3,2017,2,102,267
9,17,0,3,2017,3,172,306
9,17,0,3,2017,4,121,258
9,17,0,3,2017,5,154,271
9,17,0,3,2017,6,153,241
9,17,0,3,2017,7,137,598
9,17,0,3,2017,8,153,581
9,17,0,3,2017,9,146,232
9,17,0,3,2017,10,149,190
9,17,0,3,2017,11,132,286
9,17,0,3,2017,12,165,176
19,18,0,3,2016,1,275,181
19,18,0,3,2016,2,140,213
19,18,0,3,2016,3,226,201
19,18,0,3,2016,4,204,208
19,18,0,3,2016,5,204,226
19,18,0,3,2016,6,232,223
19,18,0,3,2016,7,259,240
19,18,0,3,2016,8,222,248
19,18,0,3,2016,9,255,243
19,18,0,3,2016,10,197,237
19,18,0,3,2016,11,217,213
19,18,0,3,2016,12,217,219
19,18,0,3,2017,1,267,219
19,18,0,3,2017,2,199,274
19,18,0,3,2017,3,277,267
19,18,0,3,2017,4,240,330
19,18,0,3,2017,5,244,1332
19,18,0,3,2017,6,232,1093
19,18,0,3,2017,7,258,3183
19,18,0,3,2017,8,263,3889
19,18,0,3,2017,9,190,2293
19,18,0,3,2017,10,261,208
19,18,0,3,2017,11,210,306
19,18,0,3,2017,12,255,199
4,19,0,3,2016,1,559,695
4,19,0,3,2016,2,325,707
4,19,0,3,2016,3,439,751
4,19,0,3,2016,4,421,691
4,19,0,3,2016,5,431,759
4,19,0,3,2016,6,486,827
4,19,0,3,2016,7,460,820
4,19,0,3,2016,8,559,896
4,19,0,3,2016,9,615,1041
4,19,0,3,2016,10,471,964
4,19,0,3,2016,11,430,897
4,19,0,3,2016,12,474,921
4,19,0,3,2017,1,703,1422
4,19,0,3,2017,2,394,1974
4,19,0,3,2017,3,653,1088
4,19,0,3,2017,4,524,559
4,19,0,3,2017,5,606,1266
4,19,0,3,2017,6,614,830
4,19,0,3,2017,7,549,3026
4,19,0,3,2017,8,576,4011
4,19,0,3,2017,9,507,1719
4,19,0,3,2017,10,629,448
4,19,0,3,2017,11,544,642
4,19,0,3,2017,12,597,384
1,20,0,3,2016,1,238,204
1,20,0,3,2016,2,87,184
1,20,0,3,2016,3,174,195
1,20,0,3,2016,4,151,192
1,20,0,3,2016,5,202,189
1,20,0,3,2016,6,185,208
1,20,0,3,2016,7,247,240
1,20,0,3,2016,8,209,236
1,20,0,3,2016,9,201,279
1,20,0,3,2016,10,174,252
1,20,0,3,2016,11,160,290
1,20,0,3,2016,12,155,262
1,20,0,3,2017,1,229,226
1,20,0,3,2017,2,130,309
1,20,0,3,2017,3,223,267
1,20,0,3,2017,4,186,223
1,20,0,3,2017,5,188,327
1,20,0,3,2017,6,194,337
1,20,0,3,2017,7,250,1216
1,20,0,3,2017,8,267,2122
1,20,0,3,2017,9,174,1028
1,20,0,3,2017,10,213,186
1,20,0,3,2017,11,221,341
1,20,0,3,2017,12,250,193
20,21,0,3,2016,1,270,259
20,21,0,3,2016,2,145,278
20,21,0,3,2016,3,192,286
20,21,0,3,2016,4,213,307
20,21,0,3,2016,5,288,357
20,21,0,3,2016,6,241,367
20,21,0,3,2016,7,238,380
20,21,0,3,2016,8,319,347
20,21,0,3,2016,9,283,381
20,21,0,3,2016,10,263,338
20,21,0,3,2016,11,205,296
20,21,0,3,2016,12,197,474
20,21,0,3,2017,1,285,409
20,21,0,3,2017,2,151,447
20,21,0,3,2017,3,281,302
20,21,0,3,2017,4,203,309
20,21,0,3,2017,5,248,337
20,21,0,3,2017,6,250,349
20,21,0,3,2017,7,270,637
20,21,0,3,2017,8,252,627
20,21,0,3,2017,9,210,834
20,21,0,3,2017,10,232,322
20,21,0,3,2017,11,204,313
20,21,0,3,2017,12,197,200
3,0,1,3,2016,1,135,896
3,0,1,3,2016,2,57,1135
3,0,1,3,2016,3,160,1097
3,0,1,3,2016,4,141,823
3,0,1,3,2016,5,144,924
3,0,1,3,2016,6,157,918
3,0,1,3,2016,7,165,994
3,0,1,3,2016,8,158,4457
3,0,1,3,2016,9,241,4040
3,0,1,3,2016,10,166,5722
3,0,1,3,2016,11,231,3206
3,0,1,3,2016,12,280,1021
3,0,1,3,2017,1,180,852
3,0,1,3,2017,2,87,973
3,0,1,3,2017,3,167,831
3,0,1,3,2017,4,105,850
3,0,1,3,2017,5,117,792
3,0,1,3,2017,6,108,707
3,0,1,3,2017,7,135,794
3,0,1,3,2017,8,120,689
3,0,1,3,2017,9,201,634
3,0,1,3,2017,10,105,591
3,0,1,3,2017,11,148,588
3,0,1,3,2017,12,112,569
12,1,1,3,2016,1,119,1403
12,1,1,3,2016,2,50,1960
12,1,1,3,2016,3,125,1446
12,1,1,3,2016,4,133,1107
12,1,1,3,2016,5,124,953
12,1,1,3,2016,6,117,915
12,1,1,3,2016,7,113,973
12,1,1,3,2016,8,185,1543
12,1,1,3,2016,9,186,1995
12,1,1,3,2016,10,192,1869
12,1,1,3,2016,11,206,1386
12,1,1,3,2016,12,272,1209
12,1,1,3,2017,1,140,1066
12,1,1,3,2017,2,97,1113
12,1,1,3,2017,3,162,1206
12,1,1,3,2017,4,151,1074
12,1,1,3,2017,5,190,1095
12,1,1,3,2017,6,159,1103
12,1,1,3,2017,7,151,1118
12,1,1,3,2017,8,222,1004
12,1,1,3,2017,9,288,954
12,1,1,3,2017,10,202,1094
12,1,1,3,2017,11,316,936
12,1,1,3,2017,12,304,1011
7,2,1,3,2016,1,37,530
7,2,1,3,2016,2,21,705
7,2,1,3,2016,3,25,513
7,2,1,3,2016,4,37,388
7,2,1,3,2016,5,54,325
7,2,1,3,2016,6,47,320
7,2,1,3,2016,7,58,361
7,2,1,3,2016,8,68,523
7,2,1,3,2016,9,104,833
7,2,1,3,2016,10,75,668
7,2,1,3,2016,11,85,509
7,2,1,3,2016,12,95,396
7,2,1,3,2017,1,42,352
7,2,1,3,2017,2,23,359
7,2,1,3,2017,3,68,408
7,2,1,3,2017,4,34,375
7,2,1,3,2017,5,43,354
7,2,1,3,2017,6,37,352
7,2,1,3,2017,7,45,341
7,2,1,3,2017,8,67,321
7,2,1,3,2017,9,94,310
7,2,1,3,2017,10,54,374
7,2,1,3,2017,11,109,320
7,2,1,3,2017,12,101,328
2,3,1,3,2016,1,44,495
2,3,1,3,2016,2,20,676
2,3,1,3,2016,3,43,509
2,3,1,3,2016,4,68,368
2,3,1,3,2016,5,68,306
2,3,1,3,2016,6,57,277
2,3,1,3,2016,7,63,293
2,3,1,3,2016,8,80,416
2,3,1,3,2016,9,87,585
2,3,1,3,2016,10,94,555
2,3,1,3,2016,11,102,509
2,3,1,3,2016,12,118,406
2,3,1,3,2017,1,60,344
2,3,1,3,2017,2,38,370
2,3,1,3,2017,3,63,436
2,3,1,3,2017,4,48,317
2,3,1,3,2017,5,62,330
2,3,1,3,2017,6,45,298
2,3,1,3,2017,7,54,288
2,3,1,3,2017,8,52,275
2,3,1,3,2017,9,67,285
2,3,1,3,2017,10,84,341
2,3,1,3,2017,11,86,272
2,3,1,3,2017,12,95,290
18,4,1,3,2016,1,39,579
18,4,1,3,2016,2,14,793
18,4,1,3,2016,3,35,578
18,4,1,3,2016,4,39,632
18,4,1,3,2016,5,48,554
18,4,1,3,2016,6,22,489
18,4,1,3,2016,7,42,373
18,4,1,3,2016,8,64,1241
18,4,1,3,2016,9,69,774
18,4,1,3,2016,10,52,691
18,4,1,3,2016,11,62,867
18,4,1,3,2016,12,81,1179
18,4,1,3,2017,1,42,1008
18,4,1,3,2017,2,40,292
18,4,1,3,2017,3,28,461
18,4,1,3,2017,4,19,419
18,4,1,3,2017,5,48,384
18,4,1,3,2017,6,46,376
18,4,1,3,2017,7,42,358
18,4,1,3,2017,8,41,316
18,4,1,3,2017,9,57,270
18,4,1,3,2017,10,41,289
18,4,1,3,2017,11,66,317
18,4,1,3,2017,12,54,330
21,5,1,3,2016,1,30,509
21,5,1,3,2016,2,14,750
21,5,1,3,2016,3,33,528
21,5,1,3,2016,4,46,415
21,5,1,3,2016,5,45,320
21,5,1,3,2016,6,30,280
21,5,1,3,2016,7,38,293
21,5,1,3,2016,8,60,811
21,5,1,3,2016,9,45,962
21,5,1,3,2016,10,45,2742
21,5,1,3,2016,11,56,1791
21,5,1,3,2016,12,48,366
21,5,1,3,2017,1,22,319
21,5,1,3,2017,2,17,315
21,5,1,3,2017,3,60,371
21,5,1,3,2017,4,50,330
21,5,1,3,2017,5,40,323
21,5,1,3,2017,6,34,308
21,5,1,3,2017,7,50,309
21,5,1,3,2017,8,39,272
21,5,1,3,2017,9,45,256
21,5,1,3,2017,10,36,291
21,5,1,3,2017,11,50,294
21,5,1,3,2017,12,43,245
0,6,1,3,2016,1,388,863
0,6,1,3,2016,2,191,1137
0,6,1,3,2016,3,341,1059
0,6,1,3,2016,4,301,817
0,6,1,3,2016,5,229,713
0,6,1,3,2016,6,293,654
0,6,1,3,2016,7,265,862
0,6,1,3,2016,8,342,2131
0,6,1,3,2016,9,422,2025
0,6,1,3,2016,10,337,1574
0,6,1,3,2016,11,524,1650
0,6,1,3,2016,12,679,1586
0,6,1,3,2017,1,950,1287
0,6,1,3,2017,2,175,830
0,6,1,3,2017,3,263,835
0,6,1,3,2017,4,226,689
0,6,1,3,2017,5,214,653
0,6,1,3,2017,6,231,551
0,6,1,3,2017,7,1376,714
0,6,1,3,2017,8,364,618
0,6,1,3,2017,9,429,597
0,6,1,3,2017,10,271,620
0,6,1,3,2017,11,431,532
0,6,1,3,2017,12,485,548
10,7,1,3,2016,1,265,1599
10,7,1,3,2016,2,167,2092
10,7,1,3,2016,3,319,1859
10,7,1,3,2016,4,322,1504
10,7,1,3,2016,5,305,1385
10,7,1,3,2016,6,326,1374
10,7,1,3,2016,7,286,1419
10,7,1,3,2016,8,477,7177
10,7,1,3,2016,9,566,8289
10,7,1,3,2016,10,501,11330
10,7,1,3,2016,11,644,9429
10,7,1,3,2016,12,669,8624
10,7,1,3,2017,1,334,7339
10,7,1,3,2017,2,279,1575
10,7,1,3,2017,3,388,1791
10,7,1,3,2017,4,278,1744
10,7,1,3,2017,5,361,1595
10,7,1,3,2017,6,289,1445
10,7,1,3,2017,7,335,1495
10,7,1,3,2017,8,427,1304
10,7,1,3,2017,9,537,1259
10,7,1,3,2017,10,405,1493
10,7,1,3,2017,11,723,1317
10,7,1,3,2017,12,651,1332
14,8,1,3,2016,1,146,1213
14,8,1,3,2016,2,62,1513
14,8,1,3,2016,3,153,1487
14,8,1,3,2016,4,241,1027
14,8,1,3,2016,5,174,829
14,8,1,3,2016,6,199,794
14,8,1,3,2016,7,216,879
14,8,1,3,2016,8,262,5820
14,8,1,3,2016,9,293,6095
14,8,1,3,2016,10,289,6413
14,8,1,3,2016,11,400,5902
14,8,1,3,2016,12,452,6968
14,8,1,3,2017,1,190,4945
14,8,1,3,2017,2,120,845
14,8,1,3,2017,3,235,1345
14,8,1,3,2017,4,179,1339
14,8,1,3,2017,5,236,1156
14,8,1,3,2017,6,184,904
14,8,1,3,2017,7,200,842
14,8,1,3,2017,8,265,764
14,8,1,3,2017,9,399,720
14,8,1,3,2017,10,223,819
14,8,1,3,2017,11,510,754
14,8,1,3,2017,12,533,767
5,9,1,3,2016,1,71,602
5,9,1,3,2016,2,32,836
5,9,1,3,2016,3,69,853
5,9,1,3,2016,4,84,537
5,9,1,3,2016,5,82,580
5,9,1,3,2016,6,105,523
5,9,1,3,2016,7,84,525
5,9,1,3,2016,8,146,4033
5,9,1,3,2016,9,172,2839
5,9,1,3,2016,10,127,5518
5,9,1,3,2016,11,176,4479
5,9,1,3,2016,12,201,9913
5,9,1,3,2017,1,116,8200
5,9,1,3,2017,2,64,563
5,9,1,3,2017,3,85,899
5,9,1,3,2017,4,74,921
5,9,1,3,2017,5,80,789
5,9,1,3,2017,6,96,638
5,9,1,3,2017,7,91,609
5,9,1,3,2017,8,141,531
5,9,1,3,2017,9,190,522
5,9,1,3,2017,10,131,598
5,9,1,3,2017,11,225,505
5,9,1,3,2017,12,203,485
17,10,1,3,2016,1,85,367
17,10,1,3,2016,2,32,504
17,10,1,3,2016,3,69,498
17,10,1,3,2016,4,44,368
17,10,1,3,2016,5,77,346
17,10,1,3,2016,6,80,402
17,10,1,3,2016,7,72,333
17,10,1,3,2016,8,82,2268
17,10,1,3,2016,9,93,2054
17,10,1,3,2016,10,107,4430
17,10,1,3,2016,11,132,2772
17,10,1,3,2016,12,139,1298
17,10,1,3,2017,1,77,869
17,10,1,3,2017,2,43,352
17,10,1,3,2017,3,64,449
17,10,1,3,2017,4,62,443
17,10,1,3,2017,5,76,410
17,10,1,3,2017,6,55,371
17,10,1,3,2017,7,207,341
17,10,1,3,2017,8,71,296
17,10,1,3,2017,9,81,261
17,10,1,3,2017,10,95,268
17,10,1,3,2017,11,102,238
17,10,1,3,2017,12,116,230
11,11,1,3,2016,1,79,346
11,11,1,3,2016,2,25,474
11,11,1,3,2016,3,53,379
11,11,1,3,2016,4,46,290
11,11,1,3,2016,5,68,281
11,11,1,3,2016,6,55,243
11,11,1,3,2016,7,61,244
11,11,1,3,2016,8,72,789
11,11,1,3,2016,9,97,1270
11,11,1,3,2016,10,83,1835
11,11,1,3,2016,11,104,1669
11,11,1,3,2016,12,86,1268
11,11,1,3,2017,1,64,1148
