adcode,bodyType,forecastVolum,id,model,province,regMonth,regYear,salesVolume,popularity,carCommentVolum,newsReplyVolum,label,mt,model_adcode,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10
440000,1,,0,1,广东,1,2017,5136.0,10489.0,513.0,3578.0,5136.0,13,440001,4195.0,895.0,384.0,3730.0,1464.0,2398.0,2397.0,2519.0,3800.0,2594.0
450000,1,,0,1,广西,1,2017,750.0,1783.0,513.0,3578.0,750.0,13,450001,386.0,124.0,40.0,417.0,384.0,435.0,595.0,616.0,505.0,713.0
320000,1,,0,1,江苏,1,2017,1445.0,4468.0,513.0,3578.0,1445.0,13,320001,1154.0,1154.0,591.0,1527.0,3241.0,930.0,4302.0,5643.0,1010.0,2647.0
360000,1,,0,1,江西,1,2017,435.0,1489.0,513.0,3578.0,435.0,13,360001,351.0,178.0,85.0,507.0,511.0,540.0,1016.0,2357.0,262.0,1527.0
130000,1,,0,1,河北,1,2017,498.0,3000.0,513.0,3578.0,498.0,13,130001,419.0,378.0,161.0,797.0,2115.0,4206.0,3954.0,5424.0,305.0,1235.0
410000,1,,0,1,河南,1,2017,645.0,4332.0,513.0,3578.0,645.0,13,410001,651.0,308.0,163.0,1036.0,1740.0,2962.0,3291.0,5119.0,505.0,2122.0
330000,1,,0,1,浙江,1,2017,1135.0,3923.0,513.0,3578.0,1135.0,13,330001,1310.0,1169.0,567.0,1258.0,2662.0,886.0,2897.0,2755.0,865.0,2068.0
420000,1,,0,1,湖北,1,2017,703.0,2559.0,513.0,3578.0,703.0,13,420001,787.0,378.0,142.0,1511.0,685.0,920.0,1304.0,1985.0,474.0,1632.0
430000,1,,0,1,湖南,1,2017,689.0,2318.0,513.0,3578.0,689.0,13,430001,674.0,309.0,124.0,737.0,768.0,2336.0,1222.0,2533.0,474.0,2178.0
350000,1,,0,1,福建,1,2017,856.0,1951.0,513.0,3578.0,856.0,13,350001,519.0,293.0,127.0,779.0,608.0,622.0,924.0,1549.0,404.0,913.0
210000,1,,0,1,辽宁,1,2017,1110.0,2821.0,513.0,3578.0,1110.0,13,210001,848.0,213.0,83.0,602.0,595.0,1878.0,1513.0,1098.0,997.0,594.0
500000,1,,0,1,重庆,1,2017,244.0,891.0,513.0,3578.0,244.0,13,500001,208.0,130.0,67.0,305.0,258.0,247.0,612.0,1120.0,199.0,762.0
610000,1,,0,1,陕西,1,2017,340.0,1982.0,513.0,3578.0,340.0,13,610001,317.0,174.0,82.0,496.0,657.0,1051.0,1143.0,1748.0,440.0,651.0
230000,1,,0,1,黑龙江,1,2017,447.0,2339.0,513.0,3578.0,447.0,13,230001,303.0,85.0,45.0,422.0,533.0,1781.0,1198.0,480.0,461.0,372.0
310000,0,,0,2,上海,1,2017,157.0,664.0,430.0,173.0,157.0,13,310002,163.0,348.0,473.0,748.0,374.0,359.0,576.0,225.0,1212.0,374.0
530000,0,,0,2,云南,1,2017,290.0,1122.0,430.0,173.0,290.0,13,530002,131.0,33.0,535.0,344.0,456.0,485.0,257.0,176.0,119.0,423.0
150000,0,,0,2,内蒙古,1,2017,279.0,792.0,430.0,173.0,279.0,13,150002,90.0,22.0,234.0,200.0,219.0,434.0,80.0,86.0,75.0,619.0
110000,0,,0,2,北京,1,2017,549.0,1580.0,430.0,173.0,549.0,13,110002,123.0,511.0,681.0,1050.0,563.0,1802.0,816.0,417.0,1627.0,1441.0
510000,0,,0,2,四川,1,2017,516.0,3199.0,430.0,173.0,516.0,13,510002,330.0,64.0,849.0,641.0,570.0,1083.0,593.0,337.0,321.0,1078.0
340000,0,,0,2,安徽,1,2017,176.0,886.0,430.0,173.0,176.0,13,340002,198.0,75.0,368.0,409.0,226.0,629.0,385.0,174.0,251.0,273.0
370000,0,,0,2,山东,1,2017,420.0,2027.0,430.0,173.0,420.0,13,370002,191.0,341.0,936.0,646.0,601.0,1642.0,440.0,253.0,1047.0,1011.0
140000,0,,0,2,山西,1,2017,179.0,660.0,430.0,173.0,179.0,13,140002,28.0,78.0,244.0,103.0,260.0,414.0,103.0,91.0,184.0,348.0
440000,0,,0,2,广东,1,2017,1713.0,3755.0,430.0,173.0,1713.0,13,440002,638.0,1235.0,2078.0,1829.0,3800.0,1243.0,1319.0,512.0,819.0,2562.0
450000,0,,0,2,广西,1,2017,211.0,608.0,430.0,173.0,211.0,13,450002,213.0,26.0,317.0,255.0,505.0,214.0,167.0,109.0,96.0,443.0
320000,0,,0,2,江苏,1,2017,470.0,1862.0,430.0,173.0,470.0,13,320002,439.0,481.0,820.0,1430.0,1010.0,1374.0,1160.0,734.0,1002.0,857.0
360000,0,,0,2,江西,1,2017,126.0,615.0,430.0,173.0,126.0,13,360002,120.0,37.0,262.0,247.0,262.0,329.0,200.0,138.0,97.0,382.0
130000,0,,0,2,河北,1,2017,389.0,1633.0,430.0,173.0,389.0,13,130002,95.0,316.0,750.0,527.0,305.0,1615.0,283.0,178.0,493.0,1042.0
410000,0,,0,2,河南,1,2017,377.0,2144.0,430.0,173.0,377.0,13,410002,164.0,209.0,820.0,502.0,505.0,1443.0,350.0,173.0,596.0,656.0
330000,0,,0,2,浙江,1,2017,401.0,1656.0,430.0,173.0,401.0,13,330002,397.0,375.0,684.0,1500.0,865.0,863.0,1724.0,595.0,736.0,970.0
420000,0,,0,2,湖北,1,2017,321.0,1261.0,430.0,173.0,321.0,13,420002,236.0,62.0,425.0,526.0,474.0,566.0,283.0,266.0,173.0,1458.0
430000,0,,0,2,湖南,1,2017,284.0,1104.0,430.0,173.0,284.0,13,430002,445.0,44.0,493.0,505.0,474.0,494.0,374.0,191.0,119.0,879.0
350000,0,,0,2,福建,1,2017,167.0,623.0,430.0,173.0,167.0,13,350002,99.0,105.0,338.0,358.0,404.0,402.0,346.0,205.0,170.0,523.0
210000,0,,0,2,辽宁,1,2017,506.0,1032.0,430.0,173.0,506.0,13,210002,155.0,187.0,450.0,454.0,997.0,1082.0,186.0,128.0,300.0,1105.0
500000,0,,0,2,重庆,1,2017,213.0,540.0,430.0,173.0,213.0,13,500002,214.0,27.0,575.0,244.0,199.0,391.0,253.0,134.0,100.0,732.0
610000,0,,0,2,陕西,1,2017,297.0,1028.0,430.0,173.0,297.0,13,610002,263.0,46.0,404.0,346.0,440.0,497.0,174.0,145.0,313.0,618.0
230000,0,,0,2,黑龙江,1,2017,315.0,1055.0,430.0,173.0,315.0,13,230002,57.0,65.0,410.0,198.0,461.0,964.0,76.0,61.0,177.0,497.0
310000,1,,0,3,上海,1,2017,117.0,382.0,121.0,831.0,117.0,13,310003,507.0,117.0,3060.0,688.0,369.0,1483.0,1504.0,623.0,456.0,748.0
530000,1,,0,3,云南,1,2017,173.0,462.0,121.0,831.0,173.0,13,530003,225.0,1590.0,1402.0,1001.0,651.0,567.0,785.0,680.0,442.0,344.0
150000,1,,0,3,内蒙古,1,2017,89.0,398.0,121.0,831.0,89.0,13,150003,169.0,982.0,827.0,789.0,234.0,789.0,430.0,832.0,382.0,200.0
110000,1,,0,3,北京,1,2017,136.0,977.0,121.0,831.0,136.0,13,110003,450.0,985.0,2145.0,1807.0,382.0,488.0,1127.0,598.0,580.0,1050.0
510000,1,,0,3,四川,1,2017,351.0,1938.0,121.0,831.0,351.0,13,510003,394.0,3340.0,2450.0,3590.0,839.0,1117.0,1775.0,1850.0,804.0,641.0
340000,1,,0,3,安徽,1,2017,264.0,538.0,121.0,831.0,264.0,13,340003,310.0,575.0,3132.0,1968.0,690.0,705.0,1490.0,1666.0,503.0,409.0
370000,1,,0,3,山东,1,2017,225.0,1174.0,121.0,831.0,225.0,13,370003,507.0,4024.0,5401.0,3299.0,964.0,1707.0,1739.0,2737.0,1164.0,646.0
140000,1,,0,3,山西,1,2017,92.0,426.0,121.0,831.0,92.0,13,140003,97.0,1616.0,2066.0,1130.0,443.0,464.0,371.0,993.0,428.0,103.0
440000,1,,0,3,广东,1,2017,2391.0,4021.0,121.0,831.0,2391.0,13,440003,895.0,2398.0,2519.0,2397.0,5547.0,475.0,2216.0,6492.0,3730.0,1829.0
450000,1,,0,3,广西,1,2017,248.0,530.0,121.0,831.0,248.0,13,450003,124.0,435.0,616.0,595.0,665.0,231.0,372.0,894.0,417.0,255.0
320000,1,,0,3,江苏,1,2017,680.0,1484.0,121.0,831.0,680.0,13,320003,1154.0,930.0,5643.0,4302.0,1139.0,2181.0,3132.0,2672.0,1527.0,1430.0
360000,1,,0,3,江西,1,2017,208.0,498.0,121.0,831.0,208.0,13,360003,178.0,540.0,2357.0,1016.0,625.0,495.0,1144.0,1291.0,507.0,247.0
130000,1,,0,3,河北,1,2017,248.0,1001.0,121.0,831.0,248.0,13,130003,378.0,4206.0,5424.0,3954.0,830.0,1229.0,1218.0,2703.0,797.0,527.0
410000,1,,0,3,河南,1,2017,338.0,1315.0,121.0,831.0,338.0,13,410003,308.0,2962.0,5119.0,3291.0,920.0,1053.0,1578.0,3447.0,1036.0,502.0
330000,1,,0,3,浙江,1,2017,747.0,1500.0,121.0,831.0,747.0,13,330003,1169.0,886.0,2755.0,2897.0,1424.0,1213.0,3371.0,1972.0,1258.0,1500.0
420000,1,,0,3,湖北,1,2017,450.0,904.0,121.0,831.0,450.0,13,420003,378.0,920.0,1985.0,1304.0,1347.0,440.0,1333.0,2151.0,1511.0,526.0
430000,1,,0,3,湖南,1,2017,394.0,808.0,121.0,831.0,394.0,13,430003,309.0,2336.0,2533.0,1222.0,988.0,749.0,1561.0,2770.0,737.0,505.0
350000,1,,0,3,福建,1,2017,231.0,643.0,121.0,831.0,231.0,13,350003,293.0,622.0,1549.0,924.0,1043.0,408.0,1102.0,476.0,779.0,358.0
210000,1,,0,3,辽宁,1,2017,213.0,816.0,121.0,831.0,213.0,13,210003,213.0,1878.0,1098.0,1513.0,600.0,210.0,555.0,513.0,602.0,454.0
500000,1,,0,3,重庆,1,2017,123.0,361.0,121.0,831.0,123.0,13,500003,130.0,247.0,1120.0,612.0,229.0,295.0,740.0,1149.0,305.0,244.0
610000,1,,0,3,陕西,1,2017,148.0,659.0,121.0,831.0,148.0,13,610003,174.0,1051.0,1748.0,1143.0,293.0,1286.0,533.0,845.0,496.0,346.0
230000,1,,0,3,黑龙江,1,2017,90.0,623.0,121.0,831.0,90.0,13,230003,85.0,1781.0,480.0,1198.0,322.0,228.0,428.0,1032.0,422.0,198.0
310000,2,,0,4,上海,1,2017,199.0,2360.0,2.0,0.0,199.0,13,310004,825.0,281.0,461.0,361.0,388.0,846.0,158.0,596.0,237.0,215.0
530000,2,,0,4,云南,1,2017,4785.0,6766.0,2.0,0.0,4785.0,13,530004,1393.0,356.0,1396.0,743.0,267.0,493.0,535.0,699.0,271.0,182.0
150000,2,,0,4,内蒙古,1,2017,504.0,1975.0,2.0,0.0,504.0,13,150004,405.0,244.0,720.0,683.0,259.0,562.0,676.0,485.0,195.0,205.0
110000,2,,0,4,北京,1,2017,151.0,6329.0,2.0,0.0,151.0,13,110004,852.0,805.0,487.0,675.0,370.0,824.0,496.0,1517.0,205.0,439.0
510000,2,,0,4,四川,1,2017,1724.0,12256.0,2.0,0.0,1724.0,13,510004,1509.0,1456.0,2433.0,2057.0,691.0,1730.0,1260.0,1305.0,560.0,513.0
340000,2,,0,4,安徽,1,2017,2152.0,4178.0,2.0,0.0,2152.0,13,340004,2601.0,463.0,2298.0,865.0,1253.0,2243.0,806.0,1597.0,496.0,1047.0
370000,2,,0,4,山东,1,2017,4483.0,11084.0,2.0,0.0,4483.0,13,370004,5360.0,1182.0,3804.0,1538.0,1449.0,2998.0,2915.0,1740.0,599.0,1844.0
140000,2,,0,4,山西,1,2017,2093.0,4807.0,2.0,0.0,2093.0,13,140004,1442.0,497.0,1215.0,974.0,426.0,645.0,1092.0,514.0,226.0,545.0
440000,2,,0,4,广东,1,2017,1611.0,15403.0,2.0,0.0,1611.0,13,440004,8421.0,869.0,2021.0,1105.0,1628.0,3191.0,1437.0,1899.0,1753.0,373.0
450000,2,,0,4,广西,1,2017,3084.0,5000.0,2.0,0.0,3084.0,13,450004,6171.0,425.0,880.0,406.0,240.0,697.0,659.0,514.0,314.0,162.0
320000,2,,0,4,江苏,1,2017,2165.0,8287.0,2.0,0.0,2165.0,13,320004,3757.0,1017.0,2525.0,1332.0,1908.0,3836.0,1008.0,2279.0,1176.0,621.0
360000,2,,0,4,江西,1,2017,1290.0,2832.0,2.0,0.0,1290.0,13,360004,1319.0,315.0,1320.0,774.0,733.0,1270.0,816.0,900.0,556.0,266.0
130000,2,,0,4,河北,1,2017,3870.0,10804.0,2.0,0.0,3870.0,13,130004,2863.0,1430.0,3281.0,2069.0,1158.0,2232.0,2365.0,1749.0,435.0,1460.0
410000,2,,0,4,河南,1,2017,5825.0,17483.0,2.0,0.0,5825.0,13,410004,9539.0,1601.0,2975.0,1916.0,1883.0,3243.0,2228.0,2735.0,562.0,1100.0
330000,2,,0,4,浙江,1,2017,1260.0,6364.0,2.0,0.0,1260.0,13,330004,2646.0,845.0,2235.0,982.0,2202.0,1850.0,1121.0,3255.0,1102.0,260.0
420000,2,,0,4,湖北,1,2017,1919.0,4912.0,2.0,0.0,1919.0,13,420004,1629.0,246.0,1557.0,721.0,749.0,1354.0,903.0,1014.0,526.0,534.0
430000,2,,0,4,湖南,1,2017,2364.0,4668.0,2.0,0.0,2364.0,13,430004,2352.0,756.0,1281.0,1290.0,744.0,1756.0,1216.0,978.0,627.0,535.0
350000,2,,0,4,福建,1,2017,592.0,2674.0,2.0,0.0,592.0,13,350004,1086.0,247.0,877.0,385.0,594.0,1041.0,420.0,782.0,500.0,129.0
210000,2,,0,4,辽宁,1,2017,924.0,3531.0,2.0,0.0,924.0,13,210004,1039.0,113.0,542.0,330.0,256.0,561.0,641.0,424.0,299.0,371.0
500000,2,,0,4,重庆,1,2017,250.0,1678.0,2.0,0.0,250.0,13,500004,514.0,1578.0,666.0,1420.0,172.0,1136.0,402.0,532.0,317.0,335.0
610000,2,,0,4,陕西,1,2017,2072.0,6189.0,2.0,0.0,2072.0,13,610004,1704.0,938.0,1549.0,1234.0,325.0,1567.0,1158.0,620.0,242.0,360.0
230000,2,,0,4,黑龙江,1,2017,506.0,2832.0,2.0,0.0,506.0,13,230004,1045.0,45.0,998.0,236.0,152.0,305.0,336.0,274.0,126.0,312.0
310000,0,,0,5,上海,1,2017,382.0,2329.0,159.0,2603.0,382.0,13,310005,1293.0,374.0,1483.0,516.0,369.0,384.0,697.0,359.0,3060.0,1734.0
530000,0,,0,5,云南,1,2017,484.0,1920.0,159.0,2603.0,484.0,13,530005,639.0,423.0,567.0,253.0,651.0,206.0,112.0,485.0,1402.0,732.0
150000,0,,0,5,内蒙古,1,2017,551.0,1637.0,159.0,2603.0,551.0,13,150005,580.0,619.0,789.0,238.0,234.0,115.0,75.0,434.0,827.0,573.0
110000,0,,0,5,北京,1,2017,212.0,5226.0,159.0,2603.0,212.0,13,110005,2146.0,1441.0,488.0,1094.0,382.0,771.0,132.0,1802.0,2145.0,1057.0
510000,0,,0,5,四川,1,2017,1223.0,24086.0,159.0,2603.0,1223.0,13,510005,1105.0,1078.0,1117.0,543.0,839.0,933.0,408.0,1083.0,2450.0,1876.0
340000,0,,0,5,安徽,1,2017,1515.0,12468.0,159.0,2603.0,1515.0,13,340005,1070.0,273.0,705.0,578.0,690.0,993.0,587.0,629.0,3132.0,1597.0
370000,0,,0,5,山东,1,2017,1706.0,8217.0,159.0,2603.0,1706.0,13,370005,1837.0,1011.0,1707.0,1221.0,964.0,1332.0,555.0,1642.0,5401.0,2394.0
140000,0,,0,5,山西,1,2017,533.0,2676.0,159.0,2603.0,533.0,13,140005,1203.0,348.0,464.0,605.0,443.0,275.0,64.0,414.0,2066.0,742.0
440000,0,,0,5,广东,1,2017,5607.0,20969.0,159.0,2603.0,5607.0,13,440005,825.0,2562.0,475.0,3747.0,5547.0,1546.0,408.0,1243.0,2519.0,2594.0
450000,0,,0,5,广西,1,2017,799.0,3809.0,159.0,2603.0,799.0,13,450005,243.0,443.0,231.0,174.0,665.0,276.0,129.0,214.0,616.0,713.0
320000,0,,0,5,江苏,1,2017,1728.0,31485.0,159.0,2603.0,1728.0,13,320005,2643.0,857.0,2181.0,1524.0,1139.0,2642.0,1767.0,1374.0,5643.0,2647.0
360000,0,,0,5,江西,1,2017,1027.0,4376.0,159.0,2603.0,1027.0,13,360005,571.0,382.0,495.0,409.0,625.0,691.0,302.0,329.0,2357.0,1527.0
130000,0,,0,5,河北,1,2017,2119.0,7210.0,159.0,2603.0,2119.0,13,130005,1923.0,1042.0,1229.0,1119.0,830.0,773.0,215.0,1615.0,5424.0,1235.0
410000,0,,0,5,河南,1,2017,2952.0,11240.0,159.0,2603.0,2952.0,13,410005,1482.0,656.0,1053.0,866.0,920.0,2409.0,368.0,1443.0,5119.0,2122.0
330000,0,,0,5,浙江,1,2017,795.0,13885.0,159.0,2603.0,795.0,13,330005,1112.0,970.0,1213.0,1515.0,1424.0,2222.0,1163.0,863.0,2755.0,2068.0
420000,0,,0,5,湖北,1,2017,1566.0,28589.0,159.0,2603.0,1566.0,13,420005,483.0,1458.0,440.0,906.0,1347.0,661.0,401.0,566.0,1985.0,1632.0
430000,0,,0,5,湖南,1,2017,1651.0,9193.0,159.0,2603.0,1651.0,13,430005,783.0,879.0,749.0,839.0,988.0,698.0,315.0,494.0,2533.0,2178.0
350000,0,,0,5,福建,1,2017,264.0,9823.0,159.0,2603.0,264.0,13,350005,456.0,523.0,408.0,638.0,1043.0,601.0,145.0,402.0,1549.0,913.0
210000,0,,0,5,辽宁,1,2017,241.0,2613.0,159.0,2603.0,241.0,13,210005,310.0,1105.0,210.0,1395.0,600.0,328.0,104.0,1082.0,1098.0,594.0
500000,0,,0,5,重庆,1,2017,803.0,4030.0,159.0,2603.0,803.0,13,500005,644.0,732.0,295.0,213.0,229.0,430.0,62.0,391.0,1120.0,762.0
610000,0,,0,5,陕西,1,2017,620.0,2707.0,159.0,2603.0,620.0,13,610005,758.0,618.0,1286.0,371.0,293.0,562.0,177.0,497.0,1748.0,651.0
230000,0,,0,5,黑龙江,1,2017,399.0,3809.0,159.0,2603.0,399.0,13,230005,169.0,497.0,228.0,783.0,322.0,100.0,30.0,964.0,480.0,372.0
310000,2,,0,6,上海,1,2017,1265.0,1336.0,15.0,2898.0,1265.0,13,310006,348.0,576.0,1293.0,748.0,167.0,317.0,359.0,456.0,210.0,473.0
530000,2,,0,6,云南,1,2017,104.0,497.0,15.0,2898.0,104.0,13,530006,33.0,257.0,639.0,344.0,350.0,94.0,485.0,442.0,308.0,535.0
150000,2,,0,6,内蒙古,1,2017,86.0,554.0,15.0,2898.0,86.0,13,150006,22.0,80.0,580.0,200.0,233.0,114.0,434.0,382.0,176.0,234.0
110000,2,,0,6,北京,1,2017,1352.0,2098.0,15.0,2898.0,1352.0,13,110006,511.0,816.0,2146.0,1050.0,677.0,954.0,1802.0,580.0,342.0,681.0
510000,2,,0,6,四川,1,2017,208.0,2580.0,15.0,2898.0,208.0,13,510006,64.0,593.0,1105.0,641.0,434.0,560.0,1083.0,804.0,436.0,849.0
340000,2,,0,6,安徽,1,2017,253.0,707.0,15.0,2898.0,253.0,13,340006,75.0,385.0,1070.0,409.0,138.0,192.0,629.0,503.0,348.0,368.0
370000,2,,0,6,山东,1,2017,878.0,2664.0,15.0,2898.0,878.0,13,370006,341.0,440.0,1837.0,646.0,400.0,714.0,1642.0,1164.0,556.0,936.0
140000,2,,0,6,山西,1,2017,165.0,770.0,15.0,2898.0,165.0,13,140006,78.0,103.0,1203.0,103.0,197.0,230.0,414.0,428.0,181.0,244.0
440000,2,,0,6,广东,1,2017,762.0,2997.0,15.0,2898.0,762.0,13,440006,1235.0,1319.0,825.0,1829.0,1829.0,1893.0,1243.0,3730.0,4195.0,2078.0
450000,2,,0,6,广西,1,2017,92.0,422.0,15.0,2898.0,92.0,13,450006,26.0,167.0,243.0,255.0,173.0,333.0,214.0,417.0,386.0,317.0
320000,2,,0,6,江苏,1,2017,974.0,2223.0,15.0,2898.0,974.0,13,320006,481.0,1160.0,2643.0,1430.0,427.0,865.0,1374.0,1527.0,1154.0,820.0
360000,2,,0,6,江西,1,2017,118.0,413.0,15.0,2898.0,118.0,13,360006,37.0,200.0,571.0,247.0,109.0,280.0,329.0,507.0,351.0,262.0
130000,2,,0,6,河北,1,2017,470.0,1675.0,15.0,2898.0,470.0,13,130006,316.0,283.0,1923.0,527.0,328.0,454.0,1615.0,797.0,419.0,750.0
410000,2,,0,6,河南,1,2017,517.0,2460.0,15.0,2898.0,517.0,13,410006,209.0,350.0,1482.0,502.0,337.0,300.0,1443.0,1036.0,651.0,820.0
330000,2,,0,6,浙江,1,2017,534.0,1597.0,15.0,2898.0,534.0,13,330006,375.0,1724.0,1112.0,1500.0,424.0,787.0,863.0,1258.0,1310.0,684.0
420000,2,,0,6,湖北,1,2017,151.0,770.0,15.0,2898.0,151.0,13,420006,62.0,283.0,483.0,526.0,280.0,566.0,566.0,1511.0,787.0,425.0
430000,2,,0,6,湖南,1,2017,101.0,710.0,15.0,2898.0,101.0,13,430006,44.0,374.0,783.0,505.0,275.0,412.0,494.0,737.0,674.0,493.0
350000,2,,0,6,福建,1,2017,123.0,665.0,15.0,2898.0,123.0,13,350006,105.0,346.0,456.0,358.0,157.0,562.0,402.0,779.0,519.0,338.0
210000,2,,0,6,辽宁,1,2017,181.0,818.0,15.0,2898.0,181.0,13,210006,187.0,186.0,310.0,454.0,567.0,340.0,1082.0,602.0,848.0,450.0
500000,2,,0,6,重庆,1,2017,60.0,374.0,15.0,2898.0,60.0,13,500006,27.0,253.0,644.0,244.0,155.0,846.0,391.0,305.0,208.0,575.0
610000,2,,0,6,陕西,1,2017,234.0,878.0,15.0,2898.0,234.0,13,610006,46.0,174.0,758.0,346.0,267.0,126.0,497.0,496.0,317.0,404.0
230000,2,,0,6,黑龙江,1,2017,129.0,818.0,15.0,2898.0,129.0,13,230006,65.0,76.0,169.0,198.0,336.0,107.0,964.0,422.0,303.0,410.0
310000,1,,0,7,上海,1,2017,325.0,1591.0,160.0,1413.0,325.0,13,310007,1483.0,361.0,3060.0,1734.0,384.0,623.0,1047.0,281.0,596.0,1428.0
