province,adcode,model,bodyType,regYear,regMonth,salesVolume,popularity
河北,130000,02aab221aabc03b9,Sedan,2017,10,325,296
河北,130000,02aab221aabc03b9,Sedan,2017,11,346,649
河北,130000,02aab221aabc03b9,Sedan,2017,12,334,359
山西,140000,02aab221aabc03b9,Sedan,2016,1,102,174
山西,140000,02aab221aabc03b9,Sedan,2016,2,58,164
山西,140000,02aab221aabc03b9,Sedan,2016,3,112,158
山西,140000,02aab221aabc03b9,Sedan,2016,4,93,141
山西,140000,02aab221aabc03b9,Sedan,2016,5,114,152
山西,140000,02aab221aabc03b9,Sedan,2016,6,101,151
山西,140000,02aab221aabc03b9,Sedan,2016,7,121,168
山西,140000,02aab221aabc03b9,Sedan,2016,8,154,178
山西,140000,02aab221aabc03b9,Sedan,2016,9,121,236
山西,140000,02aab221aabc03b9,Sedan,2016,10,105,212
山西,140000,02aab221aabc03b9,Sedan,2016,11,117,188
山西,140000,02aab221aabc03b9,Sedan,2016,12,105,197
山西,140000,02aab221aabc03b9,Sedan,2017,1,129,296
山西,140000,02aab221aabc03b9,Sedan,2017,2,94,604
山西,140000,02aab221aabc03b9,Sedan,2017,3,160,177
山西,140000,02aab221aabc03b9,Sedan,2017,4,139,172
山西,140000,02aab221aabc03b9,Sedan,2017,5,138,178
山西,140000,02aab221aabc03b9,Sedan,2017,6,152,174
山西,140000,02aab221aabc03b9,Sedan,2017,7,130,235
山西,140000,02aab221aabc03b9,Sedan,2017,8,124,224
山西,140000,02aab221aabc03b9,Sedan,2017,9,119,243
山西,140000,02aab221aabc03b9,Sedan,2017,10,114,119
山西,140000,02aab221aabc03b9,Sedan,2017,11,110,226
山西,140000,02aab221aabc03b9,Sedan,2017,12,121,105
内蒙古,150000,02aab221aabc03b9,Sedan,2016,1,92,99
内蒙古,150000,02aab221aabc03b9,Sedan,2016,2,51,113
内蒙古,150000,02aab221aabc03b9,Sedan,2016,3,90,95
内蒙古,150000,02aab221aabc03b9,Sedan,2016,4,76,104
内蒙古,150000,02aab221aabc03b9,Sedan,2016,5,95,100
内蒙古,150000,02aab221aabc03b9,Sedan,2016,6,106,123
内蒙古,150000,02aab221aabc03b9,Sedan,2016,7,108,123
内蒙古,150000,02aab221aabc03b9,Sedan,2016,8,130,123
内蒙古,150000,02aab221aabc03b9,Sedan,2016,9,97,157
内蒙古,150000,02aab221aabc03b9,Sedan,2016,10,99,155
内蒙古,150000,02aab221aabc03b9,Sedan,2016,11,82,175
内蒙古,150000,02aab221aabc03b9,Sedan,2016,12,59,428
内蒙古,150000,02aab221aabc03b9,Sedan,2017,1,106,241
内蒙古,150000,02aab221aabc03b9,Sedan,2017,2,63,140
内蒙古,150000,02aab221aabc03b9,Sedan,2017,3,136,157
内蒙古,150000,02aab221aabc03b9,Sedan,2017,4,99,117
内蒙古,150000,02aab221aabc03b9,Sedan,2017,5,113,119
内蒙古,150000,02aab221aabc03b9,Sedan,2017,6,83,112
内蒙古,150000,02aab221aabc03b9,Sedan,2017,7,99,132
内蒙古,150000,02aab221aabc03b9,Sedan,2017,8,112,135
内蒙古,150000,02aab221aabc03b9,Sedan,2017,9,92,116
内蒙古,150000,02aab221aabc03b9,Sedan,2017,10,79,72
内蒙古,150000,02aab221aabc03b9,Sedan,2017,11,72,161
内蒙古,150000,02aab221aabc03b9,Sedan,2017,12,88,91
辽宁,210000,02aab221aabc03b9,Sedan,2016,1,231,244
辽宁,210000,02aab221aabc03b9,Sedan,2016,2,150,219
辽宁,210000,02aab221aabc03b9,Sedan,2016,3,206,221
辽宁,210000,02aab221aabc03b9,Sedan,2016,4,234,240
辽宁,210000,02aab221aabc03b9,Sedan,2016,5,226,238
辽宁,210000,02aab221aabc03b9,Sedan,2016,6,254,251
辽宁,210000,02aab221aabc03b9,Sedan,2016,7,291,264
辽宁,210000,02aab221aabc03b9,Sedan,2016,8,346,295
辽宁,210000,02aab221aabc03b9,Sedan,2016,9,299,331
辽宁,210000,02aab221aabc03b9,Sedan,2016,10,229,309
辽宁,210000,02aab221aabc03b9,Sedan,2016,11,207,252
辽宁,210000,02aab221aabc03b9,Sedan,2016,12,174,338
辽宁,210000,02aab221aabc03b9,Sedan,2017,1,292,250
辽宁,210000,02aab221aabc03b9,Sedan,2017,2,205,249
辽宁,210000,02aab221aabc03b9,Sedan,2017,3,321,322
辽宁,210000,02aab221aabc03b9,Sedan,2017,4,225,290
辽宁,210000,02aab221aabc03b9,Sedan,2017,5,242,329
辽宁,210000,02aab221aabc03b9,Sedan,2017,6,252,315
辽宁,210000,02aab221aabc03b9,Sedan,2017,7,295,529
辽宁,210000,02aab221aabc03b9,Sedan,2017,8,316,496
辽宁,210000,02aab221aabc03b9,Sedan,2017,9,266,497
辽宁,210000,02aab221aabc03b9,Sedan,2017,10,226,293
辽宁,210000,02aab221aabc03b9,Sedan,2017,11,255,468
辽宁,210000,02aab221aabc03b9,Sedan,2017,12,206,260
黑龙江,230000,02aab221aabc03b9,Sedan,2016,1,39,121
黑龙江,230000,02aab221aabc03b9,Sedan,2016,2,46,126
黑龙江,230000,02aab221aabc03b9,Sedan,2016,3,74,135
黑龙江,230000,02aab221aabc03b9,Sedan,2016,4,80,145
黑龙江,230000,02aab221aabc03b9,Sedan,2016,5,87,159
黑龙江,230000,02aab221aabc03b9,Sedan,2016,6,80,162
黑龙江,230000,02aab221aabc03b9,Sedan,2016,7,75,182
黑龙江,230000,02aab221aabc03b9,Sedan,2016,8,119,191
黑龙江,230000,02aab221aabc03b9,Sedan,2016,9,71,241
黑龙江,230000,02aab221aabc03b9,Sedan,2016,10,81,210
黑龙江,230000,02aab221aabc03b9,Sedan,2016,11,63,180
黑龙江,230000,02aab221aabc03b9,Sedan,2016,12,53,284
黑龙江,230000,02aab221aabc03b9,Sedan,2017,1,93,267
黑龙江,230000,02aab221aabc03b9,Sedan,2017,2,68,253
黑龙江,230000,02aab221aabc03b9,Sedan,2017,3,133,159
黑龙江,230000,02aab221aabc03b9,Sedan,2017,4,85,432
黑龙江,230000,02aab221aabc03b9,Sedan,2017,5,82,339
黑龙江,230000,02aab221aabc03b9,Sedan,2017,6,113,166
黑龙江,230000,02aab221aabc03b9,Sedan,2017,7,113,269
黑龙江,230000,02aab221aabc03b9,Sedan,2017,8,134,346
黑龙江,230000,02aab221aabc03b9,Sedan,2017,9,92,292
黑龙江,230000,02aab221aabc03b9,Sedan,2017,10,79,257
黑龙江,230000,02aab221aabc03b9,Sedan,2017,11,76,196
黑龙江,230000,02aab221aabc03b9,Sedan,2017,12,51,138
上海,310000,02aab221aabc03b9,Sedan,2016,1,617,515
上海,310000,02aab221aabc03b9,Sedan,2016,2,279,508
上海,310000,02aab221aabc03b9,Sedan,2016,3,554,603
上海,310000,02aab221aabc03b9,Sedan,2016,4,507,515
上海,310000,02aab221aabc03b9,Sedan,2016,5,485,481
上海,310000,02aab221aabc03b9,Sedan,2016,6,527,501
上海,310000,02aab221aabc03b9,Sedan,2016,7,653,549
上海,310000,02aab221aabc03b9,Sedan,2016,8,687,582
上海,310000,02aab221aabc03b9,Sedan,2016,9,651,597
上海,310000,02aab221aabc03b9,Sedan,2016,10,489,593
上海,310000,02aab221aabc03b9,Sedan,2016,11,558,529
上海,310000,02aab221aabc03b9,Sedan,2016,12,362,651
上海,310000,02aab221aabc03b9,Sedan,2017,1,679,596
上海,310000,02aab221aabc03b9,Sedan,2017,2,494,685
上海,310000,02aab221aabc03b9,Sedan,2017,3,731,637
上海,310000,02aab221aabc03b9,Sedan,2017,4,600,900
上海,310000,02aab221aabc03b9,Sedan,2017,5,672,581
上海,310000,02aab221aabc03b9,Sedan,2017,6,772,612
上海,310000,02aab221aabc03b9,Sedan,2017,7,704,519
上海,310000,02aab221aabc03b9,Sedan,2017,8,727,763
上海,310000,02aab221aabc03b9,Sedan,2017,9,654,707
上海,310000,02aab221aabc03b9,Sedan,2017,10,627,401
上海,310000,02aab221aabc03b9,Sedan,2017,11,624,552
上海,310000,02aab221aabc03b9,Sedan,2017,12,616,383
江苏,320000,02aab221aabc03b9,Sedan,2016,1,1709,1084
江苏,320000,02aab221aabc03b9,Sedan,2016,2,960,1012
江苏,320000,02aab221aabc03b9,Sedan,2016,3,1400,1063
江苏,320000,02aab221aabc03b9,Sedan,2016,4,1291,1008
江苏,320000,02aab221aabc03b9,Sedan,2016,5,1323,1047
江苏,320000,02aab221aabc03b9,Sedan,2016,6,1469,1034
江苏,320000,02aab221aabc03b9,Sedan,2016,7,1509,1028
江苏,320000,02aab221aabc03b9,Sedan,2016,8,1821,1094
江苏,320000,02aab221aabc03b9,Sedan,2016,9,1585,1167
江苏,320000,02aab221aabc03b9,Sedan,2016,10,1270,1125
江苏,320000,02aab221aabc03b9,Sedan,2016,11,1186,1057
江苏,320000,02aab221aabc03b9,Sedan,2016,12,1077,1096
江苏,320000,02aab221aabc03b9,Sedan,2017,1,1735,1163
江苏,320000,02aab221aabc03b9,Sedan,2017,2,1066,1254
江苏,320000,02aab221aabc03b9,Sedan,2017,3,1713,1180
江苏,320000,02aab221aabc03b9,Sedan,2017,4,1523,1087
江苏,320000,02aab221aabc03b9,Sedan,2017,5,1554,1149
江苏,320000,02aab221aabc03b9,Sedan,2017,6,1639,1062
江苏,320000,02aab221aabc03b9,Sedan,2017,7,1493,1260
江苏,320000,02aab221aabc03b9,Sedan,2017,8,1583,960
江苏,320000,02aab221aabc03b9,Sedan,2017,9,1338,1066
江苏,320000,02aab221aabc03b9,Sedan,2017,10,1428,890
江苏,320000,02aab221aabc03b9,Sedan,2017,11,1399,1369
江苏,320000,02aab221aabc03b9,Sedan,2017,12,1340,851
浙江,330000,02aab221aabc03b9,Sedan,2016,1,1444,918
浙江,330000,02aab221aabc03b9,Sedan,2016,2,745,870
浙江,330000,02aab221aabc03b9,Sedan,2016,3,1150,940
浙江,330000,02aab221aabc03b9,Sedan,2016,4,1124,855
浙江,330000,02aab221aabc03b9,Sedan,2016,5,1121,846
浙江,330000,02aab221aabc03b9,Sedan,2016,6,1210,884
浙江,330000,02aab221aabc03b9,Sedan,2016,7,1486,995
浙江,330000,02aab221aabc03b9,Sedan,2016,8,1568,1021
浙江,330000,02aab221aabc03b9,Sedan,2016,9,1439,1099
浙江,330000,02aab221aabc03b9,Sedan,2016,10,1239,1006
浙江,330000,02aab221aabc03b9,Sedan,2016,11,1136,936
浙江,330000,02aab221aabc03b9,Sedan,2016,12,1024,1033
浙江,330000,02aab221aabc03b9,Sedan,2017,1,1529,952
浙江,330000,02aab221aabc03b9,Sedan,2017,2,973,1151
浙江,330000,02aab221aabc03b9,Sedan,2017,3,1602,1088
浙江,330000,02aab221aabc03b9,Sedan,2017,4,1326,930
浙江,330000,02aab221aabc03b9,Sedan,2017,5,1507,993
浙江,330000,02aab221aabc03b9,Sedan,2017,6,1501,1100
浙江,330000,02aab221aabc03b9,Sedan,2017,7,1473,1049
浙江,330000,02aab221aabc03b9,Sedan,2017,8,1537,796
浙江,330000,02aab221aabc03b9,Sedan,2017,9,1190,895
浙江,330000,02aab221aabc03b9,Sedan,2017,10,1401,674
浙江,330000,02aab221aabc03b9,Sedan,2017,11,1357,1254
浙江,330000,02aab221aabc03b9,Sedan,2017,12,1295,853
安徽,340000,02aab221aabc03b9,Sedan,2016,1,285,308
安徽,340000,02aab221aabc03b9,Sedan,2016,2,144,315
安徽,340000,02aab221aabc03b9,Sedan,2016,3,198,268
安徽,340000,02aab221aabc03b9,Sedan,2016,4,252,270
安徽,340000,02aab221aabc03b9,Sedan,2016,5,223,310
安徽,340000,02aab221aabc03b9,Sedan,2016,6,244,293
安徽,340000,02aab221aabc03b9,Sedan,2016,7,244,296
安徽,340000,02aab221aabc03b9,Sedan,2016,8,344,329
安徽,340000,02aab221aabc03b9,Sedan,2016,9,348,359
安徽,340000,02aab221aabc03b9,Sedan,2016,10,248,363
安徽,340000,02aab221aabc03b9,Sedan,2016,11,228,293
安徽,340000,02aab221aabc03b9,Sedan,2016,12,187,361
安徽,340000,02aab221aabc03b9,Sedan,2017,1,338,380
安徽,340000,02aab221aabc03b9,Sedan,2017,2,203,392
安徽,340000,02aab221aabc03b9,Sedan,2017,3,372,410
安徽,340000,02aab221aabc03b9,Sedan,2017,4,311,401
安徽,340000,02aab221aabc03b9,Sedan,2017,5,341,1311
安徽,340000,02aab221aabc03b9,Sedan,2017,6,346,1713
安徽,340000,02aab221aabc03b9,Sedan,2017,7,340,4905
安徽,340000,02aab221aabc03b9,Sedan,2017,8,353,346
安徽,340000,02aab221aabc03b9,Sedan,2017,9,335,480
安徽,340000,02aab221aabc03b9,Sedan,2017,10,325,314
安徽,340000,02aab221aabc03b9,Sedan,2017,11,345,500
安徽,340000,02aab221aabc03b9,Sedan,2017,12,315,301
福建,350000,02aab221aabc03b9,Sedan,2016,1,456,390
福建,350000,02aab221aabc03b9,Sedan,2016,2,187,380
福建,350000,02aab221aabc03b9,Sedan,2016,3,331,367
福建,350000,02aab221aabc03b9,Sedan,2016,4,340,371
福建,350000,02aab221aabc03b9,Sedan,2016,5,375,340
福建,350000,02aab221aabc03b9,Sedan,2016,6,354,379
福建,350000,02aab221aabc03b9,Sedan,2016,7,394,380
福建,350000,02aab221aabc03b9,Sedan,2016,8,437,462
福建,350000,02aab221aabc03b9,Sedan,2016,9,448,913
福建,350000,02aab221aabc03b9,Sedan,2016,10,353,2473
福建,350000,02aab221aabc03b9,Sedan,2016,11,321,662
福建,350000,02aab221aabc03b9,Sedan,2016,12,324,521
福建,350000,02aab221aabc03b9,Sedan,2017,1,518,416
福建,350000,02aab221aabc03b9,Sedan,2017,2,242,472
福建,350000,02aab221aabc03b9,Sedan,2017,3,572,461
福建,350000,02aab221aabc03b9,Sedan,2017,4,350,441
福建,350000,02aab221aabc03b9,Sedan,2017,5,498,682
福建,350000,02aab221aabc03b9,Sedan,2017,6,528,995
福建,350000,02aab221aabc03b9,Sedan,2017,7,403,1010
福建,350000,02aab221aabc03b9,Sedan,2017,8,477,969
福建,350000,02aab221aabc03b9,Sedan,2017,9,413,558
福建,350000,02aab221aabc03b9,Sedan,2017,10,401,285
福建,350000,02aab221aabc03b9,Sedan,2017,11,478,475
福建,350000,02aab221aabc03b9,Sedan,2017,12,365,310
江西,360000,02aab221aabc03b9,Sedan,2016,1,204,208
江西,360000,02aab221aabc03b9,Sedan,2016,2,93,207
江西,360000,02aab221aabc03b9,Sedan,2016,3,153,180
江西,360000,02aab221aabc03b9,Sedan,2016,4,158,180
江西,360000,02aab221aabc03b9,Sedan,2016,5,177,239
江西,360000,02aab221aabc03b9,Sedan,2016,6,165,218
江西,360000,02aab221aabc03b9,Sedan,2016,7,198,203
江西,360000,02aab221aabc03b9,Sedan,2016,8,224,214
江西,360000,02aab221aabc03b9,Sedan,2016,9,232,248
江西,360000,02aab221aabc03b9,Sedan,2016,10,164,247
江西,360000,02aab221aabc03b9,Sedan,2016,11,154,209
江西,360000,02aab221aabc03b9,Sedan,2016,12,152,228
江西,360000,02aab221aabc03b9,Sedan,2017,1,242,232
江西,360000,02aab221aabc03b9,Sedan,2017,2,146,267
江西,360000,02aab221aabc03b9,Sedan,2017,3,291,241
江西,360000,02aab221aabc03b9,Sedan,2017,4,216,244
江西,360000,02aab221aabc03b9,Sedan,2017,5,232,302
江西,360000,02aab221aabc03b9,Sedan,2017,6,253,246
江西,360000,02aab221aabc03b9,Sedan,2017,7,206,304
江西,360000,02aab221aabc03b9,Sedan,2017,8,215,323
江西,360000,02aab221aabc03b9,Sedan,2017,9,224,364
江西,360000,02aab221aabc03b9,Sedan,2017,10,199,275
江西,360000,02aab221aabc03b9,Sedan,2017,11,233,309
江西,360000,02aab221aabc03b9,Sedan,2017,12,209,169
山东,370000,02aab221aabc03b9,Sedan,2016,1,516,715
山东,370000,02aab221aabc03b9,Sedan,2016,2,240,581
山东,370000,02aab221aabc03b9,Sedan,2016,3,412,575
山东,370000,02aab221aabc03b9,Sedan,2016,4,457,591
山东,370000,02aab221aabc03b9,Sedan,2016,5,437,624
山东,370000,02aab221aabc03b9,Sedan,2016,6,443,672
山东,370000,02aab221aabc03b9,Sedan,2016,7,584,736
山东,370000,02aab221aabc03b9,Sedan,2016,8,549,743
山东,370000,02aab221aabc03b9,Sedan,2016,9,525,828
山东,370000,02aab221aabc03b9,Sedan,2016,10,474,744
山东,370000,02aab221aabc03b9,Sedan,2016,11,421,742
山东,370000,02aab221aabc03b9,Sedan,2016,12,353,763
山东,370000,02aab221aabc03b9,Sedan,2017,1,610,704
山东,370000,02aab221aabc03b9,Sedan,2017,2,362,788
山东,370000,02aab221aabc03b9,Sedan,2017,3,607,776
山东,370000,02aab221aabc03b9,Sedan,2017,4,527,749
山东,370000,02aab221aabc03b9,Sedan,2017,5,608,804
山东,370000,02aab221aabc03b9,Sedan,2017,6,548,837
山东,370000,02aab221aabc03b9,Sedan,2017,7,531,1241
山东,370000,02aab221aabc03b9,Sedan,2017,8,526,787
山东,370000,02aab221aabc03b9,Sedan,2017,9,473,989
山东,370000,02aab221aabc03b9,Sedan,2017,10,504,1075
山东,370000,02aab221aabc03b9,Sedan,2017,11,529,1295
山东,370000,02aab221aabc03b9,Sedan,2017,12,480,1096
河南,410000,02aab221aabc03b9,Sedan,2016,1,355,570
河南,410000,02aab221aabc03b9,Sedan,2016,2,161,620
河南,410000,02aab221aabc03b9,Sedan,2016,3,301,510
河南,410000,02aab221aabc03b9,Sedan,2016,4,358,491
河南,410000,02aab221aabc03b9,Sedan,2016,5,277,492
河南,410000,02aab221aabc03b9,Sedan,2016,6,291,552
河南,410000,02aab221aabc03b9,Sedan,2016,7,353,594
河南,410000,02aab221aabc03b9,Sedan,2016,8,389,590
河南,410000,02aab221aabc03b9,Sedan,2016,9,339,714
河南,410000,02aab221aabc03b9,Sedan,2016,10,239,655
河南,410000,02aab221aabc03b9,Sedan,2016,11,284,623
河南,410000,02aab221aabc03b9,Sedan,2016,12,223,608
河南,410000,02aab221aabc03b9,Sedan,2017,1,320,630
河南,410000,02aab221aabc03b9,Sedan,2017,2,199,590
河南,410000,02aab221aabc03b9,Sedan,2017,3,311,872
河南,410000,02aab221aabc03b9,Sedan,2017,4,289,826
河南,410000,02aab221aabc03b9,Sedan,2017,5,319,1115
河南,410000,02aab221aabc03b9,Sedan,2017,6,320,944
河南,410000,02aab221aabc03b9,Sedan,2017,7,350,2678
河南,410000,02aab221aabc03b9,Sedan,2017,8,407,4685
河南,410000,02aab221aabc03b9,Sedan,2017,9,332,5527
河南,410000,02aab221aabc03b9,Sedan,2017,10,310,1966
河南,410000,02aab221aabc03b9,Sedan,2017,11,322,884
河南,410000,02aab221aabc03b9,Sedan,2017,12,311,560
湖北,420000,02aab221aabc03b9,Sedan,2016,1,264,323
湖北,420000,02aab221aabc03b9,Sedan,2016,2,166,376
湖北,420000,02aab221aabc03b9,Sedan,2016,3,276,371
湖北,420000,02aab221aabc03b9,Sedan,2016,4,286,340
湖北,420000,02aab221aabc03b9,Sedan,2016,5,265,381
湖北,420000,02aab221aabc03b9,Sedan,2016,6,300,398
湖北,420000,02aab221aabc03b9,Sedan,2016,7,346,382
湖北,420000,02aab221aabc03b9,Sedan,2016,8,383,400
湖北,420000,02aab221aabc03b9,Sedan,2016,9,407,477
湖北,420000,02aab221aabc03b9,Sedan,2016,10,272,440
湖北,420000,02aab221aabc03b9,Sedan,2016,11,273,398
湖北,420000,02aab221aabc03b9,Sedan,2016,12,274,390
湖北,420000,02aab221aabc03b9,Sedan,2017,1,370,433
湖北,420000,02aab221aabc03b9,Sedan,2017,2,238,465
湖北,420000,02aab221aabc03b9,Sedan,2017,3,369,421
湖北,420000,02aab221aabc03b9,Sedan,2017,4,296,512
湖北,420000,02aab221aabc03b9,Sedan,2017,5,339,501
湖北,420000,02aab221aabc03b9,Sedan,2017,6,369,504
湖北,420000,02aab221aabc03b9,Sedan,2017,7,331,431
湖北,420000,02aab221aabc03b9,Sedan,2017,8,321,328
湖北,420000,02aab221aabc03b9,Sedan,2017,9,338,552
湖北,420000,02aab221aabc03b9,Sedan,2017,10,311,267
湖北,420000,02aab221aabc03b9,Sedan,2017,11,327,419
湖北,420000,02aab221aabc03b9,Sedan,2017,12,342,262
湖南,430000,02aab221aabc03b9,Sedan,2016,1,313,282
湖南,430000,02aab221aabc03b9,Sedan,2016,2,113,277
湖南,430000,02aab221aabc03b9,Sedan,2016,3,209,283
湖南,430000,02aab221aabc03b9,Sedan,2016,4,229,270
湖南,430000,02aab221aabc03b9,Sedan,2016,5,207,264
湖南,430000,02aab221aabc03b9,Sedan,2016,6,229,323
湖南,430000,02aab221aabc03b9,Sedan,2016,7,257,322
湖南,430000,02aab221aabc03b9,Sedan,2016,8,270,316
湖南,430000,02aab221aabc03b9,Sedan,2016,9,285,418
湖南,430000,02aab221aabc03b9,Sedan,2016,10,213,351
湖南,430000,02aab221aabc03b9,Sedan,2016,11,205,352
湖南,430000,02aab221aabc03b9,Sedan,2016,12,215,372
湖南,430000,02aab221aabc03b9,Sedan,2017,1,305,512
湖南,430000,02aab221aabc03b9,Sedan,2017,2,186,505
湖南,430000,02aab221aabc03b9,Sedan,2017,3,346,474
湖南,430000,02aab221aabc03b9,Sedan,2017,4,275,691
湖南,430000,02aab221aabc03b9,Sedan,2017,5,278,561
湖南,430000,02aab221aabc03b9,Sedan,2017,6,289,531
湖南,430000,02aab221aabc03b9,Sedan,2017,7,275,431
湖南,430000,02aab221aabc03b9,Sedan,2017,8,275,815
湖南,430000,02aab221aabc03b9,Sedan,2017,9,299,696
湖南,430000,02aab221aabc03b9,Sedan,2017,10,270,279
湖南,430000,02aab221aabc03b9,Sedan,2017,11,266,426
湖南,430000,02aab221aabc03b9,Sedan,2017,12,301,259
广东,440000,02aab221aabc03b9,Sedan,2016,1,1364,1239
广东,440000,02aab221aabc03b9,Sedan,2016,2,384,1256
广东,440000,02aab221aabc03b9,Sedan,2016,3,1124,1493
广东,440000,02aab221aabc03b9,Sedan,2016,4,891,1428
广东,440000,02aab221aabc03b9,Sedan,2016,5,1008,1363
广东,440000,02aab221aabc03b9,Sedan,2016,6,1160,1488
广东,440000,02aab221aabc03b9,Sedan,2016,7,1083,1505
广东,440000,02aab221aabc03b9,Sedan,2016,8,1238,1623
广东,440000,02aab221aabc03b9,Sedan,2016,9,1180,1790
广东,440000,02aab221aabc03b9,Sedan,2016,10,1049,1716
广东,440000,02aab221aabc03b9,Sedan,2016,11,976,1640
广东,440000,02aab221aabc03b9,Sedan,2016,12,1007,1861
广东,440000,02aab221aabc03b9,Sedan,2017,1,1207,1828
广东,440000,02aab221aabc03b9,Sedan,2017,2,847,2306
广东,440000,02aab221aabc03b9,Sedan,2017,3,1361,1832
广东,440000,02aab221aabc03b9,Sedan,2017,4,1093,1759
广东,440000,02aab221aabc03b9,Sedan,2017,5,1267,1655
广东,440000,02aab221aabc03b9,Sedan,2017,6,1219,1813
广东,440000,02aab221aabc03b9,Sedan,2017,7,1095,1913
广东,440000,02aab221aabc03b9,Sedan,2017,8,1304,1846
广东,440000,02aab221aabc03b9,Sedan,2017,9,1161,1757
广东,440000,02aab221aabc03b9,Sedan,2017,10,1178,1130
广东,440000,02aab221aabc03b9,Sedan,2017,11,1233,1769
广东,440000,02aab221aabc03b9,Sedan,2017,12,1182,1131
广西,450000,02aab221aabc03b9,Sedan,2016,1,125,187
广西,450000,02aab221aabc03b9,Sedan,2016,2,68,178
广西,450000,02aab221aabc03b9,Sedan,2016,3,133,201
广西,450000,02aab221aabc03b9,Sedan,2016,4,79,191
广西,450000,02aab221aabc03b9,Sedan,2016,5,114,200
广西,450000,02aab221aabc03b9,Sedan,2016,6,129,202
广西,450000,02aab221aabc03b9,Sedan,2016,7,142,201
广西,450000,02aab221aabc03b9,Sedan,2016,8,161,209
广西,450000,02aab221aabc03b9,Sedan,2016,9,151,263
广西,450000,02aab221aabc03b9,Sedan,2016,10,126,232
广西,450000,02aab221aabc03b9,Sedan,2016,11,138,201
广西,450000,02aab221aabc03b9,Sedan,2016,12,119,249
广西,450000,02aab221aabc03b9,Sedan,2017,1,159,250
广西,450000,02aab221aabc03b9,Sedan,2017,2,102,267
广西,450000,02aab221aabc03b9,Sedan,2017,3,172,306
广西,450000,02aab221aabc03b9,Sedan,2017,4,121,258
广西,450000,02aab221aabc03b9,Sedan,2017,5,154,271
广西,450000,02aab221aabc03b9,Sedan,2017,6,153,241
广西,450000,02aab221aabc03b9,Sedan,2017,7,137,598
广西,450000,02aab221aabc03b9,Sedan,2017,8,153,581
广西,450000,02aab221aabc03b9,Sedan,2017,9,146,232
广西,450000,02aab221aabc03b9,Sedan,2017,10,149,190
广西,450000,02aab221aabc03b9,Sedan,2017,11,132,286
广西,450000,02aab221aabc03b9,Sedan,2017,12,165,176
重庆,500000,02aab221aabc03b9,Sedan,2016,1,275,181
重庆,500000,02aab221aabc03b9,Sedan,2016,2,140,213
重庆,500000,02aab221aabc03b9,Sedan,2016,3,226,201
